index	sentence
4086	 # xcash # bitcoin # altcoin # crypto # cryptocurrencies # cryptoworld # litecoin Xcash rised 108 , 83 % , check up # hodl $ 
4087	Because they want a stable coin with cheap payments ? $ 
4088	 / status / 1151525737234665472   … $ 
4089	Will this be for sale ? $ 
4090	Some peeps are throwing FUD about BBO , making investors wonder whether they should # HODL or # short . The thing is if you wait until a lot of folks BBO , its price is already 10x . Be smart with any investing decisions , guys ! # bigbom # investment # crypto # blockchain $ BBO $ 
4091	 $ 
4092	DIK , MOON , REKT , HODL $ 
4093	$ strat $ 
4094	Damn this looks like the BTC chart . . HODL / status / 1152204741868494854   … $ 
4095	"Charlie runs litecoin , period ( not even disputable ) and he is a disgusting hypocrite posting selfies with HODL while dumping on his holders on the same week with inside trading "" tips "" . Also selling his shitcoin in a bitcoin friendly manner ( because he has no options ) its equall to 0 $ "
4096	Билл Гейтс теряет позиции в рейтингах самых богатых людей планеты из - за благотворительной деятельности . 7 - 17 / vladelec - louis - vuitton - oboshel - gejtsa - v - spiske - bogatejshih - lyudej - mira /   … $ 
4097	I only hodl cryptocurrencies that are on Coinbase ( with the exception of one ) , it’s more user friendly than any other crypto exhange or app $ 
4098	Leggoo $ 
4099	Imagine being so stupid that you think # Bitcoin is a way to send dollars around the world . $ 
4100	Website : bizpayecrypto . io /   # BIZpaye # Marketplace # HODL # BarterCredit # crypto # cryptotrading # BTC # OnlineShopping # Merchants # B2B # B2C # retail / 1152080654433017857   … $ 
4101	still uptrending weekly . just hodl . hope $ btc to range and $ alts to pump $ 
4102	Why blockchain needs to remember real anonymity . l / why - blockchain - needs - to - remember - real - anonymity - ccf61330d7a4   … @ NeutroProtocol # NeutroProtocol $ 
4103	He joli ! En heb jij ook al een mooie verzameling van papa gekregen ? # HODL $ 
4104	Stay strong and # hodl on ! We all knew that # crypto would be a wild roller coaster , but that the ups and downs would all be worth it in the end . Check out today ' s edition of The Daily Leo !   … # steemleo # steem $ btc # cryptocurrency $ 
4105	We made the right choice frens . tatus / 1151691579855212544   … $ 
4106	These people live in fantasy land . Cash isn’t used for nefarious activity ? LOL $ 
4107	Excited to share this item from my # etsy shop : Crypto hoodie , Bitcoin sweater , Cryptocurrency clothing , hodl , winter gifts , sweatshirt , warm pullover etsy . me / 2SkCz5m   $ 
4108	Menno knows his stuff . No more banks year 2070 ! ! ! Hodl $ 
4109	 @ novogratz Gold needs it ' s own HODL acronym . How about GODL ? @ PeterSchiff $ 
4110	Hell yeah . aboard Mr . Hodl ! Libra Ass . has your back against the toxics . $ 
4111	For $15K , He’ll Fake Your # Bitcoin and # Shitcoin Exchange Volume – You’ll Get on CoinMarketCap Hodl # XRP ! ! Wonka Knows ! ! ake - your - exchange - volume - youll - get - on - coinmarketcap   … $ 
4112	"Don ' t know much about Mr Hodl , but he got triggered by me questioning Francis ' motives and replied "" LTC had nothing to do with BTC getting Segwit , fuck off "" and instantly blocked me . I mean , it ' s arguable . Even though Francis clearly thought different . archive . fo / RGlqc   $ "
4113	What if I tell you Ill see your 1k channel and raise you 24k ! $ 
4114	とりあえず生活に支障はない範囲ですので。 5年後はタヒチにでも連れて行ってやりたいですよ。 その頃 LISKも1万円くらいになっててほしいですね。 $ 
4115	 # BIZpaye “CRYPTO” Token could be stored , like Fiat for use or deployment for future transactions . # Marketplace # HODL # BarterCredit # crypto # cryptotrading # BTC # OnlineShopping # Merchants # B2B # B2C # retail $ 
4116	Crypto2pac $ 
4117	Excited to share this item from my # etsy shop : IOTA hat , Cryptocurrency snapback , hodl crypto , summer hat , gift , MIOTA etsy . me / 32zl99Y   $ 
4118	$ dmme @ DMmecoin cold staking count down start today 18th to 28th minimun time holding on your own wallet 5 % cold staking reward orale HOLD BIG NEWS IMCOMING NO HYPE NO RUSH JUST BUY AND HODL $ dmme $ dmme $ dmme $ dmme $ dmme $ dmme $ dmme $ dmme $ 
4119	There is always randomness and a gini coefficient due to entry , tendency to hodl vs spend / mal - invest early gains , and pre - existing variation in spending power . All fine . There may also be a correlation between unsophisticated noisy aggression and wasting coins along the way . $ 
4120	Just 2 weeks of red and people are bearish for Bitcoin ? They are the same people who bought @ YESBANK stock at 400 Rs . and are still hopeful $ 
4121	1 / 3 We are HODL s ! We are here for the lows but we are mainly here for the life changing $$$ ! The bear markets and massive swings should not bother us ! We have done our research and we know what # XRP can do and where it and the ILP is going ! We have the great innovators $ 
4122	Alt season . I can feel it in the air . . . $ 
4123	I must admit I hate Trump personality but I do admire that he is being himself and not a politician . Tackling everything in a pragmatic way doesn ' t hurt either . Most of his policies has been A \ + except for this silly trade war and infrastructure he speak of . $ 
4124	Get Paid To HODL ! aH6c . twitter   … Aqui você experimenta a vitórta . $ 
4125	Get Paid To HODL ! qKcTsbo4 . twitter   … $ 
4126	Like people are gonna hodl from now to 2075 $ 
4127	$ erd $ elrond look at how perfect this chart seems to be played out . Buy right now and put a decent stop loss is not a bad idea . $ 
4128	The BIZpaye Crypto Token “CRYPTO” can be transacted on either a P2P basis or via an Exchange based system , with all records of such transactions being created and permanently stored on the Blockchain . @ BIZpaye # BIZpaye # Marketplace # HODL # BarterCredit # crypto # cryptotrading # BTC $ 
4129	1 . Buy # bitcoin . 2 . Transfer bitcoin to cold storage asap . 3 . Head down the rabbit hole . 4 . Don ' t trade . 5 . Learn . 6 . Identify charlatans . 7 . Hodl on . $ 
4130	LOL fuck emmmmm . They can’t stop me from sending my good buddy raj those sweet sweet sats $ 
4131	Honestly did not see And we got a great meme out of it . “Bitcoin , The people’s money” $ 
4132	Excited to share this item from my # etsy shop : Crypto hoodie , Bitcoin sweater , Cryptocurrency clothing , hodl , winter gifts , sweatshirt , warm pullover etsy . me / 2Z1Mob2   $ 
4133	English main kroge ? Well many people doesn ' t know English very well . You must use technical words in English but all the general conversation must be in hindi ( with English subtitles ) $ 
4134	Boom . roasted . $ 
4135	Celebrate the month of june as kucoin has distributed all $ VTHO for # VET holders , i should probably check my account and so do you . # kucoin # vet # vtho # hodler # hodl # crypto status / 1152137260193787905   … $ 
4136	Buy Now HODL 4EVA # StockMarketIn4Words $ 
4137	People like Vitalik and Junstin Sun hold a huge chunk of coins BECAUSE of the scams they created . This has nothing to do with early adopters holding coins . $ 
4138	Bitcoin great buy my shitcoin . $ 
4139	Interesting . I guess i ' d consider that digital currencies . Just like points for flyer miles . Crypto currencies need to be able to be moved outside the ecosystem . Just my 2 sats . $ 
4140	You think I keep sats on the app lol $ 
4141	 bizpayecrypto . io /   # BIZpaye # Merchants # Marketplace # HODL # BarterCredit # crypto # cryptotrading # BTC # OnlineShopping # B2B # B2C # retail / 1151499430559981568   … $ 
4142	今ちょうどメンタルトレーニング中でだいぶ動じなくはなってきてます。 みつしろさんていうトレーダーの動画を見てかなり鍛えられています。 今まで見てきたトレーダーで一番まともです。 トレーダーってカネまみれの人ばかりですからね。 よろしければ参考までに。 ofx   … $ 
4143	 # BIZpaye # Merchants # Marketplace # HODL # BarterCredit # crypto # cryptotrading # BTC # OnlineShopping # B2B # B2C # retail and  bizpayecrypto . io /   / 1151499430559981568   … $ 
4144	Already done ! , every dirty fiat that i have goes to # bitcoin no matter the price . # hodl $ 
4145	 @ Marian _ XRP _ hodl Posted . . . l / status / 1151959547889758208   … $ 
4146	if his price drops during the season i think thats a huge buy target unfortunately i already own him in pretty much every league i am in so if the price drops im in hodl mode $ 
4147	There’s no room to bring your personal problems and emotions into Crypto . Detach to make rational decisions for trading or Hodl ’ing . It’s not easy but when you let it go and stop watching price = . If you can’t afford to do that . . . or over leveraged , rethink . Never go “all in” . $ 
4148	$25k $ 
4149	Daily # EOS Airgrab - # FOMO Cryptocurrency   $ 
4150	El mundo está lleno de ciudades importantes . Sin embargo , ¿serías capaz de hacer una clasificación de las más influyentes ? Nosotros lo hemos hecho . ¿Habrá alguna ciudad española ? ow . ly / Udal50v5S0g   $ 
4151	"Remember , when talking to poor people , they CANNOT "" invest "" money they don ' t have . . . poor people can ' t "" hodl "" . . . i wish the really opened their minds to this fact . . . $ "
4152	 # BIZpaye # Marketplace # HODL # BarterCredit # crypto # cryptotrading # BTC # OnlineShopping # Merchants # B2B # B2C # retail / 1151407980904140800   … $ 
4153	Nenhuma $ 
4154	Use this SUPERWALLET to HODL your Crypto coins . and get paid in CTO everyday . Android and iOS app in app stores - Cloud wallet Find out more here = = >   $ 
4155	Take that ! $ 
4156	いよいよ背に腹変えられなくなってきたか やり方次第では面白いことになりそう バリデータ方式にすればできそう。 us / 1151728511167545344   … $ 
4157	FaceApp is trouble . . . sier / 2019 / 07 / 17 / viral - app - faceapp - now - owns - access - to - more - than - 150 - million - peoples - faces - and - names /   … $ 
4158	"Alright "" BTC Cowboy "" , go play your floppy disk HODL game , while the adults actually use technology . $ "
4159	What is cloud token ? Get paid each day between 8 - 12 % per month to HODL your crypto . Find out more here = = >   $ 
4160	Francia tiene la intención de permitir que varias empresas de criptomonedas empiecen a ofrecer sus servicios en el país en virtud de su nueva normativa . ow . ly / RO5O50v2DGY   $ 
4161	Ben 2018 ' de alıp hodl ettim . Geçerli midir ? $ 
4162	Again , all i care about is an alternative money to state money . Taking humans out of the issuance of money is what made me addicted to bitcoin . $ 
4163	Dump ? $ 
4164	 tatus / 1151510709542502400 ? s = 21   … $ 
4165	This shit be good $ 
4166	Bye bye @ WellsFargo # cryptoadoption # crypto # HODL # blockchain Wells Fargo Won’t Allow Customers To Buy Bitcoin nt - allow - customers - to - buy - bitcoin /   … $ 
4167	 1151811763844857857 ? s = 19   … $ 
4168	If you HODL until now keep HODLing ! BTC halving soon ! @ goFaast $ 
4169	La negociación de criptomonedas funciona de forma diferente a los mercados tradicionales . Para tener éxito en este joven mercado , tendrá que aprender mucho . Esta es una breve guía de cuatro pasos para adaptarse a este mercado .   … $ 
4170	Jesse broke Hodl ' s code awhile ago . Waiting for the right moment . 1120099781324357634   … $ 
4171	 melkvee . nl / artikel / 191780 - koeien - in - paniek - mogelijk - door - testen - 5g - netwerk   … $ 
4172	Apparently , the activity peaks registered in the # crypto market , which in turn cause greater # volatility , are caused by the interaction between Western and Asian traders . ow . ly / cysQ50v5Pr9   $ 
4173	I just did it , now I can finally HODL some more $ 
4174	God bless $ 
4175	Somebody ask peter McCormack to unblock me lol actually don’t . My feed is better without his permanoobishness $ 
4176	what a perfect opportunity for all the expert self - confessed professional scalpers and Traders and chartists and Goons pumping their paid membership services and alerts preying on sheep . . . . GO FOR IT SINCE YOU ' RE PROFESSIONAL TRADERS THE REST OF YOU . HODL $ LINK 2 YRS OR MORE $ 
4177	Cryptocurrency is not disruptive if it can ' t be used to purchase things directly . Even China lets people speculate and HODL . $ 
4178	Question on @ Quora : What method do you use to pick a cryptocurrency to HODL or day trade ? - you - use - to - pick - a - cryptocurrency - to - HODL - or - day - trade   … $ 
